lon,lat,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,province,month
95,32,0,8,0,0,0,0,3,0,7,2,8,西藏自治区,9
95,32,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
95.5,32,0,0,0,0,0,0,0,0,0,0,0,青海省,5
95.5,32,1,0,0,7,0,4,6,0,0,6,8,青海省,6
95.5,32,27,0,3,10,7,7,17,6,11,7,23,青海省,7
95.5,32,19,0,17,12,11,12,23,14,3,18,27,青海省,8
95.5,32,0,8,0,0,0,0,2,0,11,1,8,青海省,9
95.5,32,0,0,0,0,0,0,0,0,0,0,0,青海省,10
96,32,0,0,0,0,0,0,0,0,0,0,0,青海省,5
96,32,0,6,0,10,5,5,6,0,8,6,12,青海省,6
96,32,24,0,2,6,7,7,6,0,4,7,20,青海省,7
96,32,12,0,16,11,12,12,23,7,2,16,26,青海省,8
96,32,0,7,0,0,0,0,2,0,6,1,15,青海省,9
96,32,0,0,0,0,0,0,0,0,0,0,0,青海省,10
96.5,32,0,0,0,0,0,0,0,0,8,0,0,青海省,5
96.5,32,0,7,0,10,0,5,0,0,6,6,12,青海省,6
96.5,32,21,0,2,11,6,7,6,7,4,7,16,青海省,7
96.5,32,18,0,18,11,6,13,23,7,2,16,24,青海省,8
96.5,32,0,10,0,0,0,0,1,0,0,0,14,青海省,9
96.5,32,0,0,0,0,0,0,0,0,0,0,0,青海省,10
97,32,0,0,0,0,0,0,0,0,6,0,0,西藏自治区,5
97,32,0,6,0,9,0,5,0,0,6,6,12,西藏自治区,6
97,32,18,0,3,7,6,4,0,7,4,7,16,西藏自治区,7
97,32,13,0,14,12,8,13,24,15,2,23,26,西藏自治区,8
97,32,0,10,0,0,0,0,1,0,0,1,14,西藏自治区,9
97,32,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
97.5,32,0,0,0,0,0,0,0,0,6,0,0,西藏自治区,5
97.5,32,0,0,0,10,6,5,0,0,5,11,13,西藏自治区,6
97.5,32,27,0,3,11,13,4,12,6,12,7,20,西藏自治区,7
97.5,32,17,0,13,12,8,7,23,13,2,18,27,西藏自治区,8
97.5,32,0,9,0,0,0,0,1,0,6,1,8,西藏自治区,9
97.5,32,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
98,32,0,0,0,0,0,0,0,0,7,0,0,西藏自治区,5
98,32,0,6,0,10,6,5,0,0,1,9,12,西藏自治区,6
98,32,21,6,2,11,9,4,12,6,12,6,20,西藏自治区,7
98,32,17,0,11,11,0,7,23,7,0,18,26,西藏自治区,8
98,32,0,10,0,0,0,0,1,0,0,1,8,西藏自治区,9
98,32,0,0,0,0,0,0,0,0,0,0,6,西藏自治区,10
98.5,32,0,0,0,4,0,0,0,0,6,0,0,四川省,5
98.5,32,0,6,0,11,6,5,0,0,0,9,16,四川省,6
98.5,32,15,7,2,13,8,4,9,7,16,7,7,四川省,7
98.5,32,18,0,17,12,0,7,23,21,2,23,26,四川省,8
98.5,32,0,10,0,0,0,0,1,0,0,1,7,四川省,9
98.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
99,32,0,0,0,0,0,0,0,0,6,0,0,四川省,5
99,32,3,6,0,9,6,5,0,0,1,11,16,四川省,6
99,32,26,6,6,6,8,4,15,7,20,7,13,四川省,7
99,32,18,7,12,12,7,6,19,19,2,17,22,四川省,8
99,32,0,10,0,0,0,0,1,0,0,0,6,四川省,9
99,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
99.5,32,0,0,4,4,0,0,0,0,6,0,0,四川省,5
99.5,32,3,6,2,11,6,5,0,0,0,11,16,四川省,6
99.5,32,20,6,0,6,6,4,12,0,12,6,13,四川省,7
99.5,32,18,7,8,12,0,6,19,19,0,17,21,四川省,8
99.5,32,0,10,0,0,0,0,1,0,6,0,6,四川省,9
99.5,32,0,0,0,0,0,0,0,0,0,0,6,四川省,10
100,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
100,32,1,6,0,11,12,5,0,0,0,12,16,四川省,6
100,32,15,13,0,23,6,4,16,0,0,6,13,四川省,7
100,32,18,10,9,17,7,6,19,19,0,16,22,四川省,8
100,32,0,10,0,1,0,0,0,0,6,0,0,四川省,9
100,32,0,0,0,0,0,0,0,0,0,0,7,四川省,10
100.5,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
100.5,32,3,1,0,11,12,5,0,0,1,12,16,四川省,6
100.5,32,16,13,0,24,6,4,16,0,12,6,13,四川省,7
100.5,32,18,8,9,17,6,6,19,18,0,15,19,四川省,8
100.5,32,0,11,0,1,0,0,0,0,6,0,0,四川省,9
100.5,32,0,0,0,0,0,0,0,0,0,0,7,四川省,10
101,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
101,32,0,1,0,11,6,5,0,0,1,12,16,四川省,6
101,32,16,11,2,17,6,4,16,0,12,7,13,四川省,7
101,32,18,9,15,22,6,6,19,19,0,15,16,四川省,8
101,32,0,11,0,1,0,0,0,0,8,0,0,四川省,9
101,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
101.5,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
101.5,32,0,0,0,11,6,6,0,0,1,11,16,四川省,6
101.5,32,15,6,2,23,0,4,16,0,12,7,7,四川省,7
101.5,32,18,15,15,22,6,6,19,17,0,15,17,四川省,8
101.5,32,0,11,0,1,0,0,0,2,9,0,0,四川省,9
101.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
102,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
102,32,0,0,0,11,6,4,0,0,1,9,12,四川省,6
102,32,10,9,2,20,2,4,10,11,11,5,6,四川省,7
102,32,16,16,15,27,4,7,19,21,3,19,21,四川省,8
102,32,0,11,0,1,0,0,1,3,9,0,1,四川省,9
102,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
102.5,32,0,0,0,4,0,0,0,0,0,0,0,四川省,5
102.5,32,0,0,0,11,6,6,0,0,1,9,6,四川省,6
102.5,32,16,6,8,21,0,4,17,11,14,5,0,四川省,7
102.5,32,15,16,16,25,0,7,19,15,3,21,18,四川省,8
102.5,32,0,11,0,1,0,0,0,0,9,0,0,四川省,9
102.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
103,32,0,0,0,0,0,0,0,0,0,0,0,四川省,5
103,32,0,2,0,9,7,5,0,0,1,0,6,四川省,6
103,32,8,13,8,21,0,9,16,5,12,5,0,四川省,7
103,32,21,16,16,25,0,8,19,17,0,19,21,四川省,8
103,32,6,11,0,1,0,0,0,0,0,0,1,四川省,9
103,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
103.5,32,0,0,0,6,0,0,0,0,6,0,0,四川省,5
103.5,32,0,2,0,7,6,3,0,0,6,0,6,四川省,6
103.5,32,4,10,2,13,3,3,12,15,0,6,0,四川省,7
103.5,32,20,14,13,27,3,8,17,11,6,13,19,四川省,8
103.5,32,0,6,0,0,0,0,0,0,0,0,1,四川省,9
103.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
104,32,0,6,0,0,0,0,0,0,0,0,0,四川省,5
104,32,0,7,0,5,0,0,6,0,0,0,1,四川省,6
104,32,3,16,0,15,9,7,23,23,11,6,10,四川省,7
104,32,18,17,9,27,7,7,19,13,16,17,15,四川省,8
104,32,0,6,0,0,0,0,0,0,0,0,1,四川省,9
104,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
104.5,32,0,0,0,6,0,6,0,0,0,0,0,四川省,5
104.5,32,0,6,0,5,0,0,11,0,6,0,0,四川省,6
104.5,32,3,6,6,8,6,9,12,23,10,1,5,四川省,7
104.5,32,13,17,10,14,0,11,17,19,18,17,14,四川省,8
104.5,32,0,6,0,0,0,0,0,0,4,0,0,四川省,9
104.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
105,32,0,0,0,6,0,0,0,0,0,0,13,四川省,5
105,32,0,6,0,0,6,6,14,0,12,0,7,四川省,6
105,32,2,0,0,0,2,8,18,23,8,0,5,四川省,7
105,32,13,12,10,14,4,11,19,15,21,17,7,四川省,8
105,32,0,8,0,0,0,6,0,0,6,1,0,四川省,9
105,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
105.5,32,0,0,0,0,0,0,0,0,0,0,13,四川省,5
105.5,32,0,6,0,6,6,6,14,0,6,0,7,四川省,6
105.5,32,2,0,0,0,6,8,20,22,11,0,0,四川省,7
105.5,32,14,12,10,13,11,11,17,21,17,21,0,四川省,8
105.5,32,0,9,0,0,0,0,0,0,4,0,0,四川省,9
105.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
106,32,0,0,0,0,0,0,0,0,0,0,6,四川省,5
106,32,0,6,0,6,0,0,9,0,0,0,0,四川省,6
106,32,2,0,0,12,9,7,14,22,11,0,0,四川省,7
106,32,14,13,10,15,12,7,23,27,18,21,7,四川省,8
106,32,0,9,0,0,0,6,0,0,8,0,0,四川省,9
106,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
106.5,32,0,6,0,0,0,0,0,0,0,0,0,四川省,5
106.5,32,0,0,6,7,0,0,9,0,0,0,0,四川省,6
106.5,32,2,0,0,14,9,8,19,14,12,0,0,四川省,7
106.5,32,18,13,14,17,12,0,23,21,24,21,10,四川省,8
106.5,32,7,9,0,0,0,0,0,0,8,0,0,四川省,9
106.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
107,32,0,6,0,0,0,0,0,0,0,0,0,四川省,5
107,32,0,0,0,8,0,0,7,0,0,0,0,四川省,6
107,32,9,0,0,14,15,7,22,15,12,0,0,四川省,7
107,32,18,12,14,17,12,6,17,23,24,21,12,四川省,8
107,32,7,9,0,0,0,0,0,0,8,0,0,四川省,9
107,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
107.5,32,0,6,0,0,0,0,0,0,0,0,0,四川省,5
107.5,32,0,6,0,8,0,0,7,0,0,0,0,四川省,6
107.5,32,9,10,0,13,13,6,15,15,12,4,0,四川省,7
107.5,32,18,12,10,22,12,6,17,22,17,24,15,四川省,8
107.5,32,8,6,0,0,0,0,0,0,5,0,3,四川省,9
107.5,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
108,32,0,6,0,0,0,0,0,0,0,0,0,四川省,5
108,32,0,1,0,9,0,0,7,0,0,0,0,四川省,6
108,32,9,5,0,14,13,6,23,20,12,4,4,四川省,7
108,32,18,12,10,22,12,9,23,20,17,24,17,四川省,8
108,32,8,0,0,0,0,0,0,0,5,0,3,四川省,9
108,32,0,0,0,0,0,0,0,0,0,0,0,四川省,10
108.5,32,0,7,0,0,0,0,0,0,0,0,0,重庆市,5
108.5,32,0,1,0,10,0,0,8,0,0,0,0,重庆市,6
108.5,32,3,9,2,25,15,0,21,23,14,4,4,重庆市,7
108.5,32,18,14,12,19,11,10,18,21,15,17,20,重庆市,8
108.5,32,8,0,0,0,0,0,0,0,4,0,0,重庆市,9
108.5,32,0,0,0,0,0,0,0,0,0,0,0,重庆市,10
109,32,0,13,0,0,0,0,0,0,0,0,0,陕西省,5
109,32,6,1,0,10,0,0,0,0,3,0,0,陕西省,6
109,32,14,14,2,22,9,3,16,19,17,5,0,陕西省,7
109,32,18,15,4,18,11,8,24,13,12,13,19,陕西省,8
109,32,8,0,0,0,0,0,0,0,0,0,0,陕西省,9
109,32,0,0,0,0,0,0,0,0,0,0,0,陕西省,10
109.5,32,0,13,0,0,0,0,0,0,0,0,0,陕西省,5
109.5,32,6,6,0,10,0,0,0,0,4,0,0,陕西省,6
109.5,32,14,18,8,23,9,3,10,20,16,5,0,陕西省,7
109.5,32,18,14,4,18,10,9,24,13,6,13,19,陕西省,8
109.5,32,9,0,0,0,0,0,0,0,0,0,0,陕西省,9
109.5,32,0,0,0,0,0,0,0,0,0,0,0,陕西省,10
110,32,0,13,0,0,0,0,0,0,0,0,0,湖北省,5
110,32,0,6,0,7,0,0,0,0,4,0,6,湖北省,6
110,32,10,13,9,23,9,3,10,21,17,5,0,湖北省,7
110,32,18,13,4,19,10,9,24,20,13,13,17,湖北省,8
110,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,9
110,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
110.5,32,0,14,0,0,0,0,0,0,0,0,0,湖北省,5
110.5,32,6,6,7,7,6,0,11,0,4,6,7,湖北省,6
110.5,32,15,13,3,23,9,2,10,27,16,5,0,湖北省,7
110.5,32,18,13,4,19,10,9,24,14,0,13,17,湖北省,8
110.5,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,9
110.5,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
111,32,0,14,0,0,0,0,0,0,0,0,7,湖北省,5
111,32,6,6,17,7,7,0,7,0,11,7,6,湖北省,6
111,32,14,14,3,27,8,2,10,27,17,6,0,湖北省,7
111,32,17,11,4,19,10,9,22,14,0,13,18,湖北省,8
111,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,9
111,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
111.5,32,0,13,0,0,0,0,0,0,0,0,6,湖北省,5
111.5,32,6,6,17,6,7,0,6,0,5,7,8,湖北省,6
111.5,32,14,17,3,27,8,2,10,27,18,6,0,湖北省,7
111.5,32,23,7,3,23,10,9,18,14,0,16,17,湖北省,8
111.5,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,9
111.5,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
112,32,0,0,0,0,0,0,0,0,6,0,13,湖北省,5
112,32,7,10,17,6,7,0,6,0,4,7,8,湖北省,6
112,32,14,16,3,26,9,0,9,10,16,5,0,湖北省,7
112,32,18,7,5,24,10,7,12,10,0,20,8,湖北省,8
112,32,0,0,0,0,0,0,0,0,0,6,0,湖北省,9
112,32,0,0,0,0,0,0,0,0,0,6,0,湖北省,10
112.5,32,0,6,0,0,0,0,0,0,0,0,13,湖北省,5
112.5,32,7,10,17,6,7,0,0,0,4,6,9,湖北省,6
112.5,32,12,10,2,24,9,0,7,10,16,5,0,湖北省,7
112.5,32,15,10,11,24,10,7,22,11,9,19,6,湖北省,8
112.5,32,0,0,0,0,0,0,0,0,0,9,0,湖北省,9
112.5,32,0,0,0,0,0,0,0,0,0,6,0,湖北省,10
113,32,0,7,0,0,0,0,0,0,0,0,13,湖北省,5
113,32,0,7,17,6,0,0,0,0,4,6,10,湖北省,6
113,32,9,10,2,21,9,0,8,10,17,5,0,湖北省,7
113,32,18,10,12,24,10,7,18,11,9,20,14,湖北省,8
113,32,0,0,0,0,0,0,0,0,0,6,0,湖北省,9
113,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
113.5,32,0,7,0,0,0,0,0,0,0,0,7,湖北省,5
113.5,32,0,6,17,6,0,0,0,0,3,0,9,湖北省,6
113.5,32,10,10,2,14,7,0,8,10,18,5,0,湖北省,7
113.5,32,18,9,12,24,7,7,24,11,15,28,8,湖北省,8
113.5,32,0,0,0,0,0,0,0,0,6,9,0,湖北省,9
113.5,32,0,0,0,0,0,0,0,0,0,0,0,湖北省,10
114,32,0,7,0,0,0,0,0,0,0,0,6,河南省,5
114,32,0,0,16,6,0,0,0,0,0,0,7,河南省,6
114,32,10,10,6,14,7,0,8,10,15,10,0,河南省,7
114,32,24,11,6,24,7,7,24,11,17,29,16,河南省,8
114,32,6,0,0,0,0,0,6,0,0,6,0,河南省,9
114,32,0,0,0,0,0,0,0,0,0,0,0,河南省,10
114.5,32,0,7,0,0,0,0,0,0,0,0,6,河南省,5
114.5,32,0,0,21,6,0,0,0,0,0,6,7,河南省,6
114.5,32,10,10,10,14,7,6,8,10,15,10,0,河南省,7
114.5,32,24,11,6,23,6,0,23,10,10,30,16,河南省,8
114.5,32,6,0,0,0,0,0,6,0,0,6,0,河南省,9
114.5,32,0,0,0,0,0,0,0,0,0,0,0,河南省,10
115,32,0,7,0,0,0,0,0,0,0,0,6,河南省,5
115,32,0,0,19,6,0,0,0,0,0,0,0,河南省,6
115,32,10,7,10,14,8,6,8,10,15,10,0,河南省,7
115,32,24,9,7,23,6,0,23,11,16,30,17,河南省,8
115,32,0,0,0,0,0,0,6,0,0,7,0,河南省,9
115,32,0,0,0,0,0,0,0,0,0,0,0,河南省,10
115.5,32,0,7,0,0,0,0,0,0,0,0,6,河南省,5
115.5,32,0,0,17,7,0,0,0,0,0,6,0,河南省,6
115.5,32,10,7,19,14,8,0,8,14,15,10,0,河南省,7
115.5,32,18,9,13,23,0,7,17,4,10,28,17,河南省,8
115.5,32,0,0,0,0,0,0,6,0,0,6,0,河南省,9
115.5,32,0,0,0,0,0,0,0,0,0,0,0,河南省,10
116,32,0,8,0,0,0,0,0,0,0,0,6,安徽省,5
116,32,0,0,10,7,0,0,0,0,0,6,6,安徽省,6
116,32,7,7,19,21,8,0,9,14,17,9,0,安徽省,7
116,32,16,7,13,23,0,7,18,10,10,24,20,安徽省,8
116,32,0,0,0,0,0,0,6,0,0,6,0,安徽省,9
116,32,0,0,0,0,0,0,0,0,0,0,0,安徽省,10
116.5,32,0,7,0,0,0,0,0,0,0,0,6,安徽省,5
116.5,32,0,6,10,6,0,0,0,0,4,0,7,安徽省,6
116.5,32,7,7,18,22,7,0,9,14,18,9,0,安徽省,7
116.5,32,16,7,13,23,0,8,23,11,11,20,17,安徽省,8
116.5,32,0,0,0,0,0,0,6,0,0,6,0,安徽省,9
116.5,32,0,0,0,0,0,0,0,0,0,0,0,安徽省,10
117,32,0,7,0,0,0,0,0,0,0,0,6,安徽省,5
117,32,0,6,10,0,0,0,0,0,4,0,7,安徽省,6
117,32,7,8,17,21,7,0,9,16,16,10,0,安徽省,7
117,32,16,0,12,24,6,8,25,12,10,26,17,安徽省,8
117,32,0,0,0,0,0,0,6,0,0,0,0,安徽省,9
117,32,0,0,0,0,0,0,0,0,0,0,0,安徽省,10
117.5,32,0,7,0,0,0,0,0,0,0,0,6,安徽省,5
117.5,32,0,6,10,0,0,0,0,0,0,0,7,安徽省,6
117.5,32,7,8,16,14,7,0,9,16,15,10,0,安徽省,7
117.5,32,23,0,12,24,6,8,26,12,15,27,16,安徽省,8
117.5,32,0,0,0,0,0,0,6,0,0,0,0,安徽省,9
117.5,32,0,0,0,0,0,0,0,0,0,0,0,安徽省,10
118,32,0,13,0,0,0,0,0,0,0,0,6,安徽省,5
118,32,0,6,6,0,0,0,0,0,0,0,0,安徽省,6
118,32,7,8,21,14,7,0,9,16,17,10,0,安徽省,7
118,32,26,4,12,24,6,9,26,10,15,20,16,安徽省,8
118,32,0,0,0,0,0,0,6,0,0,0,0,安徽省,9
118,32,0,0,0,0,0,0,0,0,0,0,0,安徽省,10
118.5,32,0,14,0,0,0,0,0,0,0,0,0,江苏省,5
118.5,32,0,0,6,0,0,0,0,0,0,0,0,江苏省,6
118.5,32,7,9,16,14,8,3,9,16,17,9,0,江苏省,7
118.5,32,27,4,12,23,7,11,26,10,15,20,9,江苏省,8
118.5,32,0,0,0,0,0,0,6,0,0,0,0,江苏省,9
118.5,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
119,32,0,14,0,0,0,0,0,0,0,0,0,江苏省,5
119,32,0,6,6,6,0,0,0,0,0,0,0,江苏省,6
119,32,0,15,16,21,8,3,10,16,7,9,0,江苏省,7
119,32,25,4,18,24,6,11,21,10,12,12,17,江苏省,8
119,32,0,0,0,0,0,0,6,0,0,0,0,江苏省,9
119,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
119.5,32,0,14,0,0,0,0,0,0,0,0,0,江苏省,5
119.5,32,0,6,6,6,0,0,0,0,5,0,0,江苏省,6
119.5,32,6,17,10,27,8,3,11,16,8,9,0,江苏省,7
119.5,32,18,10,17,27,6,11,21,11,11,8,24,江苏省,8
119.5,32,0,0,0,0,0,0,6,0,0,0,0,江苏省,9
119.5,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
120,32,0,13,0,0,0,0,0,0,0,0,0,江苏省,5
120,32,0,0,0,6,0,0,0,0,5,0,0,江苏省,6
120,32,7,16,4,24,8,3,11,16,6,8,0,江苏省,7
120,32,24,2,11,29,7,11,19,12,11,12,23,江苏省,8
120,32,0,0,0,0,0,0,6,0,0,0,0,江苏省,9
120,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
120.5,32,0,6,0,0,0,0,0,0,0,0,0,江苏省,5
120.5,32,0,0,0,6,0,0,0,0,5,0,0,江苏省,6
120.5,32,8,16,4,29,8,3,11,19,9,9,0,江苏省,7
120.5,32,25,8,5,29,7,11,18,13,14,7,23,江苏省,8
120.5,32,0,0,0,0,0,0,6,0,0,0,0,江苏省,9
120.5,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
121,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,5
121,32,0,0,0,6,0,0,0,0,4,0,0,江苏省,6
121,32,16,16,2,30,8,4,11,19,9,9,0,江苏省,7
121,32,26,8,10,29,7,10,11,13,14,6,26,江苏省,8
121,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,9
121,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
121.5,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,5
121.5,32,0,0,0,0,0,0,0,0,4,0,0,江苏省,6
121.5,32,2,16,3,29,6,4,11,24,9,9,6,江苏省,7
121.5,32,28,8,9,26,6,10,18,22,13,11,24,江苏省,8
121.5,32,0,0,0,3,0,0,0,0,0,1,0,江苏省,9
121.5,32,0,0,0,0,0,0,0,0,0,0,0,江苏省,10
78.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
78.5,32.5,0,0,0,0,0,0,0,0,1,0,0,西藏自治区,6
78.5,32.5,0,16,29,26,16,0,0,5,17,0,31,西藏自治区,7
78.5,32.5,8,7,20,7,22,0,0,19,15,0,31,西藏自治区,8
78.5,32.5,4,0,0,0,0,0,0,0,6,0,22,西藏自治区,9
78.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
79.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
79.5,32.5,0,7,6,7,0,0,10,5,1,0,3,西藏自治区,6
79.5,32.5,15,18,30,20,10,0,18,12,18,0,31,西藏自治区,7
79.5,32.5,0,7,8,7,12,0,7,0,0,0,31,西藏自治区,8
79.5,32.5,0,0,0,0,0,0,0,0,0,0,10,西藏自治区,9
79.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
80,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
80,32.5,0,7,7,7,6,0,11,5,2,0,4,西藏自治区,6
80,32.5,15,18,30,20,16,0,18,11,18,0,31,西藏自治区,7
80,32.5,0,7,4,8,12,0,0,0,0,0,31,西藏自治区,8
80,32.5,0,0,0,0,0,0,0,0,0,0,9,西藏自治区,9
80,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
80.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
80.5,32.5,0,7,7,8,8,0,11,5,2,0,7,西藏自治区,6
80.5,32.5,21,18,30,21,10,0,17,10,18,0,31,西藏自治区,7
80.5,32.5,0,6,3,6,7,0,0,0,0,0,31,西藏自治区,8
80.5,32.5,0,0,0,0,0,0,0,0,0,0,9,西藏自治区,9
80.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
81,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
81,32.5,0,7,8,7,8,0,10,0,2,0,7,西藏自治区,6
81,32.5,23,19,31,23,8,7,17,7,15,6,31,西藏自治区,7
81,32.5,0,6,3,0,6,5,0,0,0,0,30,西藏自治区,8
81,32.5,0,0,0,0,0,0,0,0,0,0,10,西藏自治区,9
81,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
81.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
81.5,32.5,4,7,11,8,8,0,8,0,5,0,7,西藏自治区,6
81.5,32.5,28,11,31,23,9,7,16,7,14,6,29,西藏自治区,7
81.5,32.5,0,6,3,0,0,5,0,0,0,0,21,西藏自治区,8
81.5,32.5,0,0,0,0,0,0,0,0,0,0,10,西藏自治区,9
81.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
82,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
82,32.5,6,0,11,8,9,0,8,0,11,0,11,西藏自治区,6
82,32.5,30,11,31,24,9,7,15,0,14,7,27,西藏自治区,7
82,32.5,0,0,3,8,0,6,0,0,0,0,19,西藏自治区,8
82,32.5,0,0,0,0,0,0,0,0,0,0,10,西藏自治区,9
82,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
82.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
82.5,32.5,6,0,12,13,10,0,8,0,15,0,13,西藏自治区,6
82.5,32.5,29,10,31,23,9,11,15,0,14,7,26,西藏自治区,7
82.5,32.5,0,0,2,0,0,6,0,0,0,0,1,西藏自治区,8
82.5,32.5,0,0,0,0,0,0,0,0,0,0,11,西藏自治区,9
82.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
83,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
83,32.5,6,0,11,8,10,0,8,0,16,0,14,西藏自治区,6
83,32.5,24,6,31,24,9,13,14,0,14,7,27,西藏自治区,7
83,32.5,0,0,1,7,0,7,0,0,0,0,0,西藏自治区,8
83,32.5,0,0,0,0,0,0,0,0,0,0,17,西藏自治区,9
83,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
83.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
83.5,32.5,6,0,12,22,11,0,7,0,16,0,15,西藏自治区,6
83.5,32.5,24,0,30,22,6,12,14,0,14,7,27,西藏自治区,7
83.5,32.5,0,0,0,14,0,7,0,0,0,0,0,西藏自治区,8
83.5,32.5,0,0,0,0,0,0,0,0,0,0,11,西藏自治区,9
83.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
84,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
84,32.5,6,0,13,22,11,0,4,0,15,5,15,西藏自治区,6
84,32.5,24,0,26,22,10,12,12,0,13,7,27,西藏自治区,7
84,32.5,0,0,0,15,0,6,0,0,0,0,0,西藏自治区,8
84,32.5,0,0,0,0,0,0,0,0,0,0,15,西藏自治区,9
84,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
84.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
84.5,32.5,5,0,14,21,11,3,4,0,17,5,15,西藏自治区,6
84.5,32.5,24,0,26,21,12,15,4,0,13,8,27,西藏自治区,7
84.5,32.5,0,0,0,19,0,6,0,0,0,0,0,西藏自治区,8
84.5,32.5,0,0,0,0,0,0,0,0,0,0,15,西藏自治区,9
84.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
85,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
85,32.5,10,0,14,24,18,3,6,0,17,5,14,西藏自治区,6
85,32.5,24,0,21,20,11,13,0,0,11,7,27,西藏自治区,7
85,32.5,0,0,0,20,0,6,0,0,0,0,0,西藏自治区,8
85,32.5,0,0,0,0,0,0,0,0,0,0,15,西藏自治区,9
85,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,10
85.5,32.5,0,0,0,0,0,0,0,0,0,0,0,西藏自治区,5
85.5,32.5,10,0,15,23,18,6,6,0,20,5,13,西藏自治区,6
85.5,32.5,24,0,16,20,9,14,0,0,12,7,27,西藏自治区,7
85.5,32.5,0,0,0,20,0,13,0,0,0,0,0,西藏自治区,8
85.5,32.5,0,0,0,0,0,0,0,0,0,0,11,西藏自治区,9
